,file,line,severity,issue,snippet
3500,/audit/backend/public/api/match.php,8,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3515,/audit/backend/public/api/news.php,11,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3501,/audit/backend/public/api/news.php,60,INFO,Superglobal access \$_GET\[[^\]]+\],if (isset($_GET['id'])) {
3502,/audit/backend/public/api/news.php,61,INFO,Superglobal access \$_GET\[[^\]]+\],$id = $_GET['id'];
3516,/audit/backend/public/api/news.php,62,INFO,Raw SQL \bSELECT\b,$st = $pdo->prepare('SELECT * FROM ' . T('news') . ' WHERE id = ?');
3503,/audit/backend/public/api/news.php,71,INFO,Superglobal access \$_GET\[[^\]]+\],"$page = isset($_GET['page']) ? max(1, (int)$_GET['page']) : 1;"
3504,/audit/backend/public/api/news.php,72,INFO,Superglobal access \$_GET\[[^\]]+\],"$limit = isset($_GET['limit']) ? max(1, (int)$_GET['limit']) : 20;"
3517,/audit/backend/public/api/news.php,74,INFO,Raw SQL \bSELECT\b,$st = $pdo->prepare('SELECT * FROM ' . T('news') . ' ORDER BY date_published DESC LIMIT ? OFFSET ?');
3518,/audit/backend/public/api/news.php,96,INFO,Raw SQL \bINSERT\b,"$st = $pdo->prepare('INSERT INTO ' . T('news') . ' (id, title, summary, content, image, date_published, slug) VALUES (?, ?, ?, ?, ?, NOW(), ?)');"
3505,/audit/backend/public/api/news.php,109,INFO,Superglobal access \$_GET\[[^\]]+\],$id = $_GET['id'] ?? null;
3519,/audit/backend/public/api/news.php,128,INFO,Raw SQL \bUPDATE\b,"$st = $pdo->prepare('UPDATE ' . T('news') . ' SET ' . implode(', ', $update) . ' WHERE id = ?');"
3520,/audit/backend/public/api/news.php,137,INFO,Raw SQL \bDELETE\b,case 'DELETE': {
3506,/audit/backend/public/api/news.php,138,INFO,Superglobal access \$_GET\[[^\]]+\],$id = $_GET['id'] ?? null;
3521,/audit/backend/public/api/news.php,142,INFO,Raw SQL \bDELETE\b,$st = $pdo->prepare('DELETE FROM ' . T('news') . ' WHERE id = ?');
3570,/audit/backend/public/api/notifications.php,21,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3571,/audit/backend/public/api/notifications.php,452,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3572,/audit/backend/public/api/notifications.php,497,INFO,Raw SQL \bSELECT\b,"$st = $db->prepare('SELECT id, candidate_id, message, type, created_at FROM bt_notifications WHERE candidate_id = ? ORDER BY created_at DESC LIMIT ? OFFSET ?');"
3573,/audit/backend/public/api/notifications.php,501,INFO,Raw SQL \bSELECT\b,"$st = $db->prepare('SELECT id, candidate_id, message, type, created_at FROM bt_notifications ORDER BY created_at DESC LIMIT ? OFFSET ?');"
3664,/audit/backend/public/api/recruiters.php,44,INFO,Raw SQL \bDELETE\b,"header('Access-Control-Allow-Methods: GET, POST, PUT, DELETE, OPTIONS');"
3665,/audit/backend/public/api/recruiters.php,199,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'DELETE'], true)) {"
3576,/audit/backend/public/api/recruiters.php,583,INFO,Superglobal access \$_GET\[[^\]]+\],"$id = isset($_GET['id']) ? filter_var($_GET['id'], FILTER_VALIDATE_INT) : null;"
3577,/audit/backend/public/api/recruiters.php,584,INFO,Superglobal access \$_GET\[[^\]]+\],"$page = isset($_GET['page']) ? max(1, (int)$_GET['page']) : 1;"
3578,/audit/backend/public/api/recruiters.php,585,INFO,Superglobal access \$_GET\[[^\]]+\],"$limit = isset($_GET['limit']) ? min(max((int)$_GET['limit'], 1), 50) : 20;"
3579,/audit/backend/public/api/recruiters.php,589,INFO,Superglobal access \$_GET\[[^\]]+\],$statusFilter = isset($_GET['status']) ? strip_tags($_GET['status']) : null;
3580,/audit/backend/public/api/recruiters.php,590,INFO,Superglobal access \$_GET\[[^\]]+\],$companyFilter = isset($_GET['company']) ? strip_tags($_GET['company']) : null;
3666,/audit/backend/public/api/recruiters.php,600,INFO,Raw SQL \bSELECT\b,"$sql = ""SELECT * FROM bt_staff_profiles WHERE id = ?"";"
3667,/audit/backend/public/api/recruiters.php,628,INFO,Raw SQL \bSELECT\b,"$sql = ""SELECT * FROM bt_staff_profiles WHERE 1=1"";"
3668,/audit/backend/public/api/recruiters.php,652,INFO,Raw SQL \bSELECT\b,"$countSql = ""SELECT COUNT(*) FROM bt_staff_profiles WHERE 1=1"";"
3669,/audit/backend/public/api/recruiters.php,764,INFO,Raw SQL \bSELECT\b,$dupeStmt = $db->prepare('SELECT id FROM bt_staff_profiles WHERE email = ?');
3670,/audit/backend/public/api/recruiters.php,776,INFO,Raw SQL \bINSERT\b,"$sql = ""INSERT INTO bt_staff_profiles ("
3581,/audit/backend/public/api/recruiters.php,878,INFO,Superglobal access \$_GET\[[^\]]+\],"$id = isset($_GET['id']) ? filter_var($_GET['id'], FILTER_VALIDATE_INT) : null;"
3671,/audit/backend/public/api/recruiters.php,907,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare('SELECT id, email FROM bt_staff_profiles WHERE id = ?');"
3672,/audit/backend/public/api/recruiters.php,918,INFO,Raw SQL \bSELECT\b,$dupeStmt = $db->prepare('SELECT id FROM bt_staff_profiles WHERE email = ? AND id != ?');
3673,/audit/backend/public/api/recruiters.php,946,INFO,Raw SQL \bUPDATE\b,"$sql = 'UPDATE bt_staff_profiles SET ' . implode(', ', $updateFields) . ', updated_at = NOW() WHERE id = ?';"
3674,/audit/backend/public/api/recruiters.php,990,INFO,Raw SQL \bDELETE\b,* Maneja DELETE - Eliminar reclutador con control de acceso mejorado y rate limiting
3582,/audit/backend/public/api/recruiters.php,1008,INFO,Superglobal access \$_GET\[[^\]]+\],"$id = isset($_GET['id']) ? filter_var($_GET['id'], FILTER_VALIDATE_INT) : null;"
3675,/audit/backend/public/api/recruiters.php,1022,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare('SELECT id, first_name, last_name, email FROM bt_staff_profiles WHERE id = ?');"
3676,/audit/backend/public/api/recruiters.php,1043,INFO,Raw SQL \bUPDATE\b,"$deleteStmt = $db->prepare('UPDATE bt_staff_profiles SET status = \'inactive\', updated_at = NOW() WHERE id = ?');"
3677,/audit/backend/public/api/recruiters.php,1107,INFO,Raw SQL \bDELETE\b,case 'DELETE':
4367,/audit/backend/public/api/recruiters/assigned-candidates.php,8,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
4347,/audit/backend/public/api/recruiters/assigned-candidates.php,70,INFO,Superglobal access \$_GET\[[^\]]+\],$recruiterId = $_GET['recruiter_id'] ?? null;
4368,/audit/backend/public/api/recruiters/assigned-candidates.php,79,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT id FROM bt_staff_profiles WHERE email = ? AND role = 'recruiter'"");"
4369,/audit/backend/public/api/recruiters/assigned-candidates.php,96,INFO,Raw SQL \bSELECT\b,SELECT DISTINCT
4370,/audit/backend/public/api/recruiters/assigned-candidates.php,140,INFO,Raw SQL \bSELECT\b,"$recruiterCheck = $db->prepare(""SELECT id, name FROM bt_staff_profiles WHERE id = ? AND role = 'recruiter'"");"
3696,/audit/backend/public/api/reporting.php,12,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3678,/audit/backend/public/api/reporting.php,64,INFO,Superglobal access \$_GET\[[^\]]+\],$from = $_GET['from'] ?? ($_GET['created_at']['from'] ?? null);
3679,/audit/backend/public/api/reporting.php,65,INFO,Superglobal access \$_GET\[[^\]]+\],$to   = $_GET['to']   ?? ($_GET['created_at']['to']   ?? null);
3697,/audit/backend/public/api/reporting.php,100,INFO,Raw SQL \bSELECT\b,"$sub = 'SELECT candidate_id, MAX(assigned_at) AS max_assigned"
3698,/audit/backend/public/api/reporting.php,116,INFO,Raw SQL \bSELECT\b,"$sql = 'SELECT d.name AS label, COUNT(*) AS value"
3699,/audit/backend/public/api/reporting.php,141,INFO,Raw SQL \bSELECT\b,"$sql = 'SELECT COALESCE(j.title, a.job_id) AS label, COUNT(*) AS value"
3700,/audit/backend/public/api/reporting.php,163,INFO,Raw SQL \bSELECT\b,"$sub = 'SELECT candidate_id, MAX(assigned_at) AS max_assigned"
3701,/audit/backend/public/api/reporting.php,178,INFO,Raw SQL \bSELECT\b,"$sql = ""SELECT"
3702,/audit/backend/public/api/reporting.php,208,INFO,Raw SQL \bSELECT\b,"$sub = 'SELECT candidate_id, MAX(assigned_at) AS max_assigned"
3703,/audit/backend/public/api/reporting.php,223,INFO,Raw SQL \bSELECT\b,"$sql = ""SELECT"
3710,/audit/backend/public/api/request_info.php,8,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3723,/audit/backend/public/api/route.php,10,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3724,/audit/backend/public/api/route.php,131,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT id, department_id, recruiter_id, assigned_at FROM bt_candidate_routing WHERE candidate_id = ? ORDER BY assigned_at DESC LIMIT 1"");"
3725,/audit/backend/public/api/route.php,171,INFO,Raw SQL \bSELECT\b,"$sql = ""SELECT sdm.department_id, d.name as department_name, COUNT(*) as skill_matches"
3726,/audit/backend/public/api/route.php,211,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT name FROM bt_departments WHERE id = ?"");"
3727,/audit/backend/public/api/route.php,239,INFO,Raw SQL \bSELECT\b,"SELECT id, name, email"
3728,/audit/backend/public/api/route.php,284,INFO,Raw SQL \bINSERT\b,INSERT INTO bt_candidate_routing
3742,/audit/backend/public/api/save-candidate.php,13,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST','PUT','PATCH','DELETE'], true)) {"
3743,/audit/backend/public/api/save-candidate.php,27,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3744,/audit/backend/public/api/save-candidate.php,107,INFO,Raw SQL \bINSERT\b,INSERT INTO bt_candidates (
3745,/audit/backend/public/api/save-candidate.php,120,INFO,Raw SQL \bUPDATE\b,ON DUPLICATE KEY UPDATE
3746,/audit/backend/public/api/save-candidate.php,203,INFO,Raw SQL \bDELETE\b,$stmt = $pdo->prepare('DELETE FROM bt_candidate_experiences WHERE candidate_id = ?');
3747,/audit/backend/public/api/save-candidate.php,207,INFO,Raw SQL \bINSERT\b,INSERT INTO bt_candidate_experiences (
3748,/audit/backend/public/api/save-candidate.php,228,INFO,Raw SQL \bDELETE\b,$stmt = $pdo->prepare('DELETE FROM bt_candidate_education WHERE candidate_id = ?');
3749,/audit/backend/public/api/save-candidate.php,232,INFO,Raw SQL \bINSERT\b,INSERT INTO bt_candidate_education (
3754,/audit/backend/public/api/save-notification-preferences.php,8,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3755,/audit/backend/public/api/save-notification-preferences.php,22,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3756,/audit/backend/public/api/save-notification-preferences.php,72,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT id FROM bt_notification_preferences WHERE candidate_id = ?"");"
3757,/audit/backend/public/api/save-notification-preferences.php,79,INFO,Raw SQL \bUPDATE\b,UPDATE bt_notification_preferences
3758,/audit/backend/public/api/save-notification-preferences.php,88,INFO,Raw SQL \bINSERT\b,"INSERT INTO bt_notification_preferences ( candidate_id, application_updates, new_jobs, reminders)"
3784,/audit/backend/public/api/social_logins.php,12,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3776,/audit/backend/public/api/social_logins.php,46,INFO,Superglobal access \$_GET\[[^\]]+\],if (isset($_GET['candidateId'])) {
3777,/audit/backend/public/api/social_logins.php,47,INFO,Superglobal access \$_GET\[[^\]]+\],$candidateId = $_GET['candidateId'];
3785,/audit/backend/public/api/social_logins.php,48,INFO,Raw SQL \bSELECT\b,$st = $pdo->prepare('SELECT * FROM ' . T('social_logins') . ' WHERE candidate_id = ? ORDER BY id ASC');
3778,/audit/backend/public/api/social_logins.php,53,INFO,Superglobal access \$_GET\[[^\]]+\],"$page = isset($_GET['page']) ? max(1, (int)$_GET['page']) : 1;"
3779,/audit/backend/public/api/social_logins.php,54,INFO,Superglobal access \$_GET\[[^\]]+\],"$limit = isset($_GET['limit']) ? max(1, (int)$_GET['limit']) : 20;"
3786,/audit/backend/public/api/social_logins.php,56,INFO,Raw SQL \bSELECT\b,$st = $pdo->prepare('SELECT * FROM ' . T('social_logins') . ' ORDER BY id ASC LIMIT ? OFFSET ?');
3801,/audit/backend/public/api/staff_login.php,192,INFO,Raw SQL \bSELECT\b,"SELECT id, email, password_hash, name, role, active"
3803,/audit/backend/public/api/statistics.php,9,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3804,/audit/backend/public/api/statistics.php,39,INFO,Raw SQL \bSELECT\b,$stmtUsers = $pdo->prepare('SELECT COUNT(*) as total FROM bt_users');
3805,/audit/backend/public/api/statistics.php,43,INFO,Raw SQL \bSELECT\b,$stmtJobs = $pdo->prepare('SELECT COUNT(*) as total FROM bt_jobs');
3806,/audit/backend/public/api/statistics.php,47,INFO,Raw SQL \bSELECT\b,$stmtApplications = $pdo->prepare('SELECT COUNT(*) as total FROM bt_applications');
3811,/audit/backend/public/api/update-candidate-profile.php,9,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST','PUT','PATCH','DELETE'], true)) {"
3812,/audit/backend/public/api/update-candidate-profile.php,25,INFO,Raw SQL \bDELETE\b,"if (in_array($method, ['POST', 'PUT', 'PATCH', 'DELETE'], true)) {"
3813,/audit/backend/public/api/update-candidate-profile.php,121,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT id FROM bt_candidates WHERE email = ?"");"
3814,/audit/backend/public/api/update-candidate-profile.php,161,INFO,Raw SQL \bUPDATE\b,"$sql = ""UPDATE bt_candidates SET "" . implode(', ', $updateFields) . "", updated_at = NOW() WHERE id = ?"";"
2334,/audit/backend/public/index.php,42,INFO,Raw SQL \bDELETE\b,"header('Access-Control-Allow-Methods: GET, POST, PUT, DELETE, OPTIONS, PATCH');"
4384,/audit/backend/public/tools/test-endpoints-enhanced.php,10,INFO,Superglobal access \$_GET\[[^\]]+\],"define('PARALLEL_GETS', isset($_GET['parallel']) && $_GET['parallel'] == '1');"
4430,/audit/backend/public/tools/test-endpoints-enhanced.php,59,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/applications/{id}'],"
4431,/audit/backend/public/tools/test-endpoints-enhanced.php,64,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/applications'],"
4432,/audit/backend/public/tools/test-endpoints-enhanced.php,80,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/candidates/{id}'],"
4433,/audit/backend/public/tools/test-endpoints-enhanced.php,91,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/companies/{id}'],"
4434,/audit/backend/public/tools/test-endpoints-enhanced.php,98,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/jobs/{id}'],"
4435,/audit/backend/public/tools/test-endpoints-enhanced.php,108,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/job-categories/{id}'],"
4436,/audit/backend/public/tools/test-endpoints-enhanced.php,138,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/users/{id}'],"
4437,/audit/backend/public/tools/test-endpoints-enhanced.php,144,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/notifications/{id}'],"
4438,/audit/backend/public/tools/test-endpoints-enhanced.php,156,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/files/{path}'],"
4461,/audit/backend/public/tools/test-endpoints.php,53,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/applications/{id}'],"
4462,/audit/backend/public/tools/test-endpoints.php,58,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/applications'],"
4463,/audit/backend/public/tools/test-endpoints.php,74,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/candidates/{id}'],"
4464,/audit/backend/public/tools/test-endpoints.php,84,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/companies/{id}'],"
4465,/audit/backend/public/tools/test-endpoints.php,91,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/jobs/{id}'],"
4466,/audit/backend/public/tools/test-endpoints.php,101,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/job-categories/{id}'],"
4467,/audit/backend/public/tools/test-endpoints.php,131,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/users/{id}'],"
4468,/audit/backend/public/tools/test-endpoints.php,137,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/notifications/{id}'],"
4469,/audit/backend/public/tools/test-endpoints.php,149,INFO,Raw SQL \bDELETE\b,"['method' => 'DELETE', 'url' => '/files/{path}'],"
24,/audit/backend/scripts/auto_change_password.php,30,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->query(""SELECT id, first_name, last_name, email FROM bt_candidates ORDER BY created_at DESC LIMIT 5"");"
25,/audit/backend/scripts/auto_change_password.php,47,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT id, first_name, last_name, email FROM bt_candidates WHERE id = ?"");"
26,/audit/backend/scripts/auto_change_password.php,66,INFO,Raw SQL \bUPDATE\b,"$updateStmt = $pdo->prepare(""UPDATE bt_candidates SET password_hash = ? WHERE id = ?"");"
39,/audit/backend/scripts/change_candidate_password.php,17,INFO,Raw SQL \bSELECT\b,"SELECT id, first_name, last_name, email, status, created_at"
40,/audit/backend/scripts/change_candidate_password.php,47,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT id, first_name, last_name, email FROM bt_candidates WHERE id = ?"");"
41,/audit/backend/scripts/change_candidate_password.php,65,INFO,Raw SQL \bUPDATE\b,"$updateStmt = $pdo->prepare(""UPDATE bt_candidates SET password_hash = ? WHERE id = ?"");"
50,/audit/backend/scripts/change_password_simple.php,17,INFO,Raw SQL \bSELECT\b,"SELECT id, first_name, last_name, email, status"
51,/audit/backend/scripts/change_password_simple.php,46,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT id, first_name, last_name, email FROM bt_candidates WHERE id = ?"");"
52,/audit/backend/scripts/change_password_simple.php,64,INFO,Raw SQL \bUPDATE\b,"$updateStmt = $pdo->prepare(""UPDATE bt_candidates SET password_hash = ? WHERE id = ?"");"
55,/audit/backend/scripts/check_applications.php,9,INFO,Raw SQL \bSELECT\b,"$stmt = $pdo->prepare(""SELECT * FROM bt_applications WHERE candidate_id = ?"");"
64,/audit/backend/scripts/check_experience_structure.php,20,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT * FROM bt_candidate_experiences WHERE candidate_id = ?"");"
59,/audit/backend/scripts/check_experiences.php,30,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT * FROM bt_candidate_experiences WHERE candidate_id = ?"");"
76,/audit/backend/scripts/check_notifications.php,17,INFO,Raw SQL \bSELECT\b,$stmt = $pdo->query('SELECT * FROM bt_notification ORDER BY created_at DESC');
77,/audit/backend/scripts/check_notifications.php,35,INFO,Raw SQL \bSELECT\b,"SELECT n.*, c.email"
88,/audit/backend/scripts/check_table_structure.php,19,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT * FROM bt_candidates WHERE email = ?"");"
84,/audit/backend/scripts/check_tables.php,27,INFO,Raw SQL \bSELECT\b,"$countStmt = $pdo->query(""SELECT COUNT(*) as count FROM $tableName"");"
101,/audit/backend/scripts/debug_staff_login.php,21,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT id, email, name, role, active, password_hash FROM bt_staff_profiles ORDER BY email"");"
102,/audit/backend/scripts/debug_staff_login.php,52,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT password_hash, active FROM bt_staff_profiles WHERE email = ?"");"
109,/audit/backend/scripts/get_candidate_info.php,8,INFO,Raw SQL \bSELECT\b,"$stmt = $db->prepare(""SELECT id, first_name, last_name, email, password FROM bt_candidates WHERE email = ?"");"
127,/audit/backend/scripts/setup-candidate-tables.php,54,INFO,Raw SQL \bUPDATE\b,"updated_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP ON UPDATE CURRENT_TIMESTAMP,"
